BTOT,yr,RELI,wkt,WT1,WT2,WT3,WT4,WT5,WT6
73,2014,68412487,POINT(8.552386 47.383763),2,11,8,14,5,6
98,2014,68442457,POINT(8.555793 47.356745),14,24,40,0,0,0
100,2014,68352506,POINT(8.544796 47.400927),22,25,29,4,0,0
34,2014,68362470,POINT(8.545448 47.368538),2,7,7,4,2,3
75,2014,68382489,POINT(8.548451 47.3856),2,19,11,7,5,4
22,2014,68362476,POINT(8.54556 47.373934),0,2,3,2,3,0
98,2014,68452466,POINT(8.557286 47.364826),25,10,19,26,3,1
3,2014,68452525,POINT(8.558401 47.417886),0,0,1,1,0,0
153,2014,68512461,POINT(8.565133 47.360252),13,21,34,4,5,3
101,2014,68522508,POINT(8.567351 47.402508),2,4,6,8,14,3
52,2014,68552461,POINT(8.570427 47.3602),0,3,12,4,3,6
136,2014,68572512,POINT(8.574051 47.40604),15,13,47,14,1,0
124,2014,68462465,POINT(8.558591 47.363914),3,7,15,20,14,3
70,2014,68482473,POINT(8.56139 47.371083),8,8,9,12,0,6
24,2014,68502453,POINT(8.563658 47.35307),0,0,2,2,4,2
48,2014,68502471,POINT(8.563999 47.369258),2,8,5,13,2,2
58,2014,68512474,POINT(8.56538 47.371943),6,1,5,9,4,8
64,2014,68462510,POINT(8.559442 47.404384),0,0,15,9,6,0
189,2014,68492512,POINT(8.563454 47.406144),7,21,27,20,2,0
6,2014,68532480,POINT(8.568142 47.377313),0,0,2,0,0,1
65,2014,68562444,POINT(8.571426 47.344898),4,5,6,19,4,7
45,2014,68512447,POINT(8.564867 47.347661),1,6,11,5,0,2
129,2014,68552511,POINT(8.571383 47.405167),7,27,45,6,0,0
16,2014,68562463,POINT(8.571789 47.361986),0,0,0,0,1,4
142,2014,68302522,POINT(8.53847 47.415379),0,6,20,23,11,0
99,2014,68312494,POINT(8.539274 47.390185),2,15,13,12,13,6
57,2014,68292485,POINT(8.536459 47.382116),6,9,10,2,6,0
21,2014,68322483,POINT(8.540394 47.38028),0,1,3,4,12,1
36,2014,68322524,POINT(8.541157 47.417153),8,13,3,4,0,0
90,2014,68292506,POINT(8.536848 47.401002),2,26,19,8,3,0
19,2014,68302474,POINT(8.537579 47.372211),1,3,10,5,0,0
3,2014,68332469,POINT(8.541458 47.367677),0,0,0,1,0,0
84,2014,68602512,POINT(8.578025 47.406001),6,21,20,5,1,0
61,2014,68652504,POINT(8.584494 47.398741),0,0,5,18,4,0
47,2014,68632457,POINT(8.580939 47.356499),2,2,4,3,6,4
74,2014,68632459,POINT(8.580977 47.358297),3,6,6,24,3,2
40,2014,68612447,POINT(8.5781 47.347531),0,1,2,5,1,6
7,2014,68582505,POINT(8.575242 47.399732),0,0,0,1,0,1
70,2014,68642512,POINT(8.583324 47.405949),21,12,8,1,0,0
11,2014,68662451,POINT(8.584793 47.351063),0,0,2,0,1,2
122,2014,68662509,POINT(8.585915 47.403224),0,8,24,16,0,0
6,2014,68582487,POINT(8.574896 47.383544),0,3,2,0,0,1
24,2014,68802481,POINT(8.603909 47.377858),0,0,2,3,3,0
89,2014,68732459,POINT(8.594212 47.358166),0,9,8,14,8,0
45,2014,68752489,POINT(8.597446 47.385119),1,0,5,8,2,5
78,2014,68712456,POINT(8.591507 47.355494),11,14,25,4,3,3
40,2014,68742459,POINT(8.595536 47.358152),4,2,12,10,2,1
110,2014,68752461,POINT(8.596898 47.359938),0,9,30,21,2,0
65,2014,68682509,POINT(8.588565 47.403198),0,16,28,16,4,0
46,2014,68732485,POINT(8.594719 47.381548),5,0,1,4,1,3
3,2014,68702468,POINT(8.590417 47.366299),0,0,0,0,0,1
24,2014,68722502,POINT(8.593727 47.39685),0,0,0,8,0,0
285,2014,67852495,POINT(8.478373 47.391649),5,31,43,39,4,0
74,2014,67882475,POINT(8.481994 47.373626),5,8,15,11,2,2
135,2014,67902477,POINT(8.484677 47.375401),1,16,30,16,1,0
300,2014,67862494,POINT(8.47968 47.390738),7,46,83,16,0,0
13,2014,67872495,POINT(8.481021 47.391625),4,5,3,0,0,0
79,2014,68042506,POINT(8.503733 47.401312),2,2,17,14,5,3
116,2014,68072457,POINT(8.506824 47.357208),0,0,7,24,3,0
64,2014,68072502,POINT(8.507635 47.397678),1,10,5,10,8,3
144,2014,68092457,POINT(8.509471 47.357183),0,0,8,36,0,0
228,2014,68102465,POINT(8.510939 47.364366),17,32,50,28,3,0
157,2014,68102480,POINT(8.51121 47.377856),4,28,52,11,0,1
64,2014,68112502,POINT(8.512933 47.397629),1,1,9,10,6,4
6,2014,68032510,POINT(8.502481 47.404922),0,1,1,0,2,3
25,2014,68072497,POINT(8.507545 47.393182),7,1,1,5,1,0
299,2014,68122484,POINT(8.513931 47.381429),2,17,95,20,0,0
36,2014,68022476,POINT(8.500546 47.374357),0,8,10,1,1,0
237,2014,68072504,POINT(8.507671 47.399477),13,15,35,29,7,0
63,2014,68122482,POINT(8.513894 47.37963),0,0,23,1,0,1
87,2014,68132517,POINT(8.515855 47.411095),0,1,0,0,13,6
3,2014,68122463,POINT(8.51355 47.362543),1,0,1,0,0,0
37,2014,68092518,POINT(8.510573 47.412043),1,0,6,6,0,0
63,2014,68102477,POINT(8.511156 47.375158),0,12,14,8,0,0
3,2014,68072453,POINT(8.506751 47.353611),0,0,1,0,0,0
76,2014,68182515,POINT(8.522442 47.409234),0,10,20,8,5,0
348,2014,68192478,POINT(8.52309 47.375946),68,68,73,38,8,0
181,2014,68202478,POINT(8.524414 47.375934),23,8,29,35,4,0
28,2014,68172494,POINT(8.520734 47.39036),0,3,9,0,0,0
57,2014,68192440,POINT(8.522395 47.341771),0,0,2,12,7,2
99,2014,68152479,POINT(8.517812 47.376895),0,8,27,18,0,0
12,2014,68162433,POINT(8.518298 47.335513),0,0,6,0,0,0
3,2014,68212501,POINT(8.52616 47.396606),0,0,0,0,1,0
90,2014,67942468,POINT(8.489813 47.367259),0,18,16,8,6,0
50,2014,67922508,POINT(8.487873 47.403256),1,12,18,7,3,3
166,2014,67952471,POINT(8.49119 47.369945),20,76,21,0,0,0
4,2014,67952483,POINT(8.491403 47.380737),0,0,0,0,0,1
98,2014,67992471,POINT(8.496485 47.369896),87,0,0,0,0,0
4,2014,67952465,POINT(8.491083 47.364549),0,0,0,2,1,0
17,2014,67952482,POINT(8.491385 47.379837),0,0,0,3,0,0
25,2014,68232471,POINT(8.528257 47.369601),0,10,6,0,1,0
78,2014,68232446,POINT(8.527797 47.347117),5,11,16,8,6,2
34,2014,68232502,POINT(8.528827 47.39748),0,0,3,5,2,3
118,2014,68242477,POINT(8.529691 47.374985),20,18,31,11,4,0
132,2014,68252523,POINT(8.531863 47.416341),0,16,11,15,13,1
7,2014,68272514,POINT(8.534347 47.408222),0,0,0,0,0,2
57,2014,68272496,POINT(8.534014 47.392034),4,16,5,12,0,2
147,2014,68272484,POINT(8.533792 47.381242),11,19,41,25,6,1
50,2014,68252462,POINT(8.530739 47.361482),3,2,7,2,14,1
107,2014,68252431,POINT(8.530168 47.333602),0,39,31,7,0,1
109,2014,68242439,POINT(8.528992 47.340809),12,19,43,11,0,0
72,2014,68412510,POINT(8.552818 47.404448),2,11,27,3,3,4
98,2014,68412482,POINT(8.552292 47.379266),4,6,2,20,5,2
82,2014,68432481,POINT(8.554921 47.378342),1,6,8,21,6,2
130,2014,68432464,POINT(8.554601 47.363053),10,18,23,21,6,2
139,2014,68442510,POINT(8.556792 47.404409),7,17,32,6,3,0
108,2014,68362505,POINT(8.546101 47.400015),0,18,11,10,12,0
81,2014,68402529,POINT(8.551851 47.421548),16,28,7,12,0,0
106,2014,68412460,POINT(8.551879 47.359481),10,22,22,12,8,2
89,2014,68422462,POINT(8.55324 47.361267),0,4,10,16,2,7
36,2014,68422488,POINT(8.553729 47.38465),0,0,0,1,7,6
113,2014,68452470,POINT(8.557361 47.368423),2,49,13,10,6,0
74,2014,68352479,POINT(8.544292 47.376645),1,2,4,12,8,1
15,2014,68442462,POINT(8.555887 47.361241),0,0,2,0,1,0
3,2014,68402456,POINT(8.55048 47.355896),0,0,0,1,1,0
18,2014,68382467,POINT(8.548039 47.365815),1,1,4,0,0,0
41,2014,68432521,POINT(8.555675 47.414315),0,0,9,9,0,0
230,2014,68472467,POINT(8.559952 47.3657),3,5,37,46,11,4
57,2014,68482485,POINT(8.561617 47.381875),0,3,8,6,12,6
27,2014,68492453,POINT(8.562334 47.353083),2,2,5,4,0,3
82,2014,68492464,POINT(8.562543 47.362976),5,14,19,9,5,1
70,2014,68502449,POINT(8.563582 47.349473),0,5,8,16,6,3
43,2014,68522458,POINT(8.5664 47.357541),0,0,2,2,8,5
43,2014,68542443,POINT(8.568761 47.344025),0,0,3,4,5,7
48,2014,68552442,POINT(8.570065 47.343113),3,1,4,8,2,5
31,2014,68492484,POINT(8.562922 47.380962),1,0,0,2,2,6
96,2014,68512509,POINT(8.566046 47.40342),22,4,21,6,0,2
119,2014,68502465,POINT(8.563885 47.363862),0,1,9,1,0,0
3,2014,68512453,POINT(8.564981 47.353057),0,0,0,0,0,1
15,2014,68532459,POINT(8.567742 47.358427),0,0,4,4,0,0
100,2014,68522513,POINT(8.567447 47.407004),9,12,23,18,0,0
9,2014,68472457,POINT(8.559763 47.356706),0,0,1,2,0,0
11,2014,68292484,POINT(8.53644 47.381217),0,0,0,1,3,0
145,2014,68302492,POINT(8.537913 47.388399),5,7,41,31,4,0
114,2014,68302499,POINT(8.538043 47.394695),1,7,36,5,0,4
168,2014,68312498,POINT(8.539349 47.393783),4,30,60,8,0,1
139,2014,68342488,POINT(8.543135 47.384751),1,3,11,32,7,6
191,2014,68342523,POINT(8.543788 47.416228),56,41,42,21,0,0
131,2014,68292516,POINT(8.537034 47.409996),4,17,36,18,1,0
107,2014,68302503,POINT(8.538117 47.398292),16,21,42,1,0,0
66,2014,68302434,POINT(8.536838 47.336237),0,12,23,4,1,9
64,2014,68322522,POINT(8.54112 47.415354),0,0,4,11,6,0
88,2014,68332530,POINT(8.542594 47.422536),9,10,15,8,1,1
43,2014,68332472,POINT(8.541513 47.370375),22,12,8,7,2,3
63,2014,68302501,POINT(8.53808 47.396493),0,11,10,0,1,12
43,2014,68282482,POINT(8.535079 47.379431),0,15,12,0,1,0
3,2014,68292478,POINT(8.536329 47.375821),0,0,2,2,1,0
3,2014,68312478,POINT(8.538977 47.375796),0,3,2,2,0,1
5,2014,68282437,POINT(8.534247 47.338961),0,0,0,1,1,0
5,2014,68302431,POINT(8.536782 47.333539),0,0,0,0,0,1
51,2014,68612457,POINT(8.578292 47.356525),2,5,2,3,7,9
215,2014,68642511,POINT(8.583305 47.405049),2,6,6,14,13,12
39,2014,68662455,POINT(8.58487 47.354661),4,2,5,2,1,4
53,2014,68672447,POINT(8.586039 47.347453),0,4,4,9,4,6
20,2014,68612520,POINT(8.579504 47.413182),0,1,0,2,0,0
30,2014,68632502,POINT(8.581806 47.396968),2,2,0,5,3,5
50,2014,68612456,POINT(8.578273 47.355625),3,1,11,7,2,2
88,2014,68702462,POINT(8.5903 47.360903),0,5,31,23,6,0
65,2014,68752457,POINT(8.59682 47.35634),0,6,9,12,1,2
26,2014,68762486,POINT(8.598711 47.382408),0,3,0,3,1,3
103,2014,68742460,POINT(8.595555 47.359052),3,1,25,24,1,1
117,2014,68752458,POINT(8.59684 47.35724),4,19,30,13,2,2
12,2014,68722483,POINT(8.593356 47.379763),0,0,0,2,2,0
43,2014,67892491,POINT(8.4836 47.388004),11,10,12,0,0,0
74,2014,67882476,POINT(8.482011 47.374526),17,18,13,8,2,0
79,2014,68062479,POINT(8.505896 47.377006),1,0,41,0,1,0
235,2014,68072487,POINT(8.507364 47.384188),37,25,44,23,2,0
126,2014,68082464,POINT(8.508273 47.363491),0,1,0,1,33,14
91,2014,68112499,POINT(8.512879 47.394931),5,13,21,13,2,0
70,2014,68122460,POINT(8.513495 47.359845),3,3,11,11,0,3
84,2014,68142434,POINT(8.51567 47.336437),10,8,10,21,0,0
4,2014,68072507,POINT(8.507725 47.402175),0,0,0,0,0,1
62,2014,68122523,POINT(8.514639 47.416503),8,27,7,3,0,0
82,2014,68032482,POINT(8.501978 47.37974),1,0,38,9,0,0
149,2014,68132498,POINT(8.515509 47.394007),1,15,35,14,9,0
84,2014,68132500,POINT(8.515546 47.395806),6,11,20,13,2,2
164,2014,68152498,POINT(8.518158 47.393983),17,22,48,20,1,0
9,2014,68172516,POINT(8.521136 47.410146),0,0,0,1,2,2
274,2014,68182461,POINT(8.521455 47.36067),2,28,68,39,1,0
134,2014,68182498,POINT(8.522131 47.393945),20,34,31,8,1,2
16,2014,68182442,POINT(8.521108 47.343582),0,1,3,1,0,2
120,2014,68192517,POINT(8.523804 47.41102),22,17,20,12,1,4
209,2014,68192491,POINT(8.523328 47.387638),0,18,25,43,11,2
76,2014,68202458,POINT(8.524047 47.357947),2,19,17,7,0,0
61,2014,68202457,POINT(8.524029 47.357048),18,12,5,5,2,1
164,2014,68212488,POINT(8.525921 47.384915),1,6,81,32,0,0
14,2014,68182517,POINT(8.522479 47.411033),4,1,4,0,1,0
4,2014,68212510,POINT(8.526325 47.4047),0,0,0,2,0,0
212,2014,67922492,POINT(8.48759 47.388867),7,11,46,33,0,1
55,2014,67962467,POINT(8.492443 47.366335),6,10,13,8,2,0
117,2014,67982510,POINT(8.495857 47.404983),6,18,31,20,0,1
95,2014,68002465,POINT(8.497702 47.364488),8,6,6,0,12,0
68,2014,67962513,POINT(8.493261 47.407705),0,0,24,5,3,0
246,2014,67962469,POINT(8.492478 47.368134),27,10,36,20,18,1
87,2014,67972511,POINT(8.49455 47.405894),1,11,34,6,3,0
59,2014,67922473,POINT(8.487254 47.37178),0,12,30,0,1,2
37,2014,67932510,POINT(8.489234 47.405043),4,6,7,7,0,0
52,2014,68012508,POINT(8.499795 47.403148),0,4,10,5,4,3
77,2014,67922480,POINT(8.487378 47.378075),0,2,13,13,0,0
6,2014,67972465,POINT(8.493731 47.364524),0,0,0,2,0,0
141,2014,68232449,POINT(8.527853 47.349815),0,6,51,22,2,0
148,2014,68242517,POINT(8.530428 47.410958),19,23,32,16,1,1
157,2014,68262497,POINT(8.532708 47.392946),20,14,31,24,1,5
167,2014,68262432,POINT(8.531509 47.334489),4,27,54,9,11,0
113,2014,68222461,POINT(8.526749 47.36062),5,3,38,13,1,1
158,2014,68222453,POINT(8.526603 47.353425),26,20,42,16,3,7
12,2014,68232462,POINT(8.528091 47.361507),0,0,0,0,2,3
197,2014,68242496,POINT(8.530041 47.392072),2,10,54,32,4,0
42,2014,68252440,POINT(8.530333 47.341696),0,9,9,7,0,0
186,2014,68252494,POINT(8.531328 47.390261),3,14,49,30,0,1
118,2014,68262491,POINT(8.532597 47.38755),17,42,19,10,2,0
42,2014,68242515,POINT(8.530391 47.409159),0,0,0,6,9,4
117,2014,68222463,POINT(8.526786 47.362419),0,1,25,20,8,0
139,2014,68242501,POINT(8.530133 47.396569),19,13,32,7,0,0
88,2014,68282439,POINT(8.534284 47.340759),0,0,17,18,1,3
106,2014,68282467,POINT(8.534802 47.365941),27,19,7,19,7,0
53,2014,68392459,POINT(8.549213 47.358607),0,16,6,4,2,4
26,2014,68402525,POINT(8.551776 47.41795),0,1,0,10,1,1
276,2014,68422457,POINT(8.553146 47.35677),47,79,81,16,7,3
131,2014,68362471,POINT(8.545466 47.369437),28,31,18,15,7,7
18,2014,68392522,POINT(8.550394 47.415265),3,6,0,3,1,1
14,2014,68412466,POINT(8.551991 47.364877),0,0,0,2,0,1
58,2014,68412502,POINT(8.552668 47.397253),3,7,12,8,4,5
62,2014,68422513,POINT(8.554199 47.407133),2,7,22,9,0,1
21,2014,68422473,POINT(8.553447 47.37116),0,1,1,5,0,2
60,2014,68432512,POINT(8.555505 47.406221),4,2,15,10,0,2
223,2014,68462518,POINT(8.559593 47.411578),10,10,34,38,10,0
83,2014,68472454,POINT(8.559706 47.354008),18,9,14,14,4,0
102,2014,68482511,POINT(8.56211 47.405257),14,35,21,0,0,0
74,2014,68482464,POINT(8.561219 47.362989),2,4,6,5,17,5
175,2014,68492468,POINT(8.562619 47.366573),14,21,35,16,5,7
27,2014,68542483,POINT(8.569523 47.379999),0,0,1,0,1,7
82,2014,68502478,POINT(8.564132 47.375554),0,16,19,11,2,1
72,2014,68522446,POINT(8.566171 47.346749),5,3,24,5,8,4
43,2014,68542451,POINT(8.568913 47.35122),6,3,10,6,3,0
60,2014,68492480,POINT(8.562846 47.377365),0,6,3,4,13,5
17,2014,68472508,POINT(8.560728 47.402572),0,3,6,5,0,0
149,2014,68292505,POINT(8.53683 47.400103),3,23,22,18,3,2
252,2014,68302493,POINT(8.537931 47.389299),4,17,90,49,5,1
164,2014,68322489,POINT(8.540506 47.385676),17,40,30,15,1,3
82,2014,68312507,POINT(8.539516 47.401877),2,7,12,9,8,2
151,2014,68322506,POINT(8.540822 47.400965),0,2,37,26,7,1
109,2014,68322523,POINT(8.541138 47.416253),1,14,55,0,1,0
58,2014,68352519,POINT(8.545038 47.412618),2,12,17,3,0,0
18,2014,68322432,POINT(8.539447 47.334414),0,2,5,1,4,0
26,2014,68282476,POINT(8.534968 47.374035),1,0,1,0,0,0
59,2014,68592446,POINT(8.575434 47.346658),4,10,13,8,6,3
73,2014,68592512,POINT(8.576701 47.406014),1,2,6,16,6,1
4,2014,68602503,POINT(8.577852 47.397907),0,0,0,0,1,0
28,2014,68612450,POINT(8.578157 47.350229),0,0,1,4,1,5
52,2014,68642447,POINT(8.582069 47.347492),0,0,0,5,8,4
3,2014,68602506,POINT(8.57791 47.400605),0,0,0,0,0,1
38,2014,68612462,POINT(8.578388 47.361021),0,6,7,5,2,4
23,2014,68622444,POINT(8.579365 47.34482),0,1,1,2,1,4
152,2014,68632514,POINT(8.582038 47.40776),16,12,23,23,0,0
71,2014,68602459,POINT(8.577007 47.358336),12,12,14,5,5,3
9,2014,68612454,POINT(8.578234 47.353827),0,0,4,2,0,0
12,2014,68582474,POINT(8.574647 47.371853),3,0,1,1,3,3
52,2014,68662505,POINT(8.585838 47.399627),1,6,3,14,0,0
6,2014,68602439,POINT(8.576623 47.34035),0,0,0,2,2,1
47,2014,68602516,POINT(8.578102 47.409598),0,6,9,5,0,0
63,2014,68692459,POINT(8.588918 47.358218),3,2,9,14,4,4
36,2014,68732488,POINT(8.594778 47.384246),0,0,3,5,2,5
39,2014,68702507,POINT(8.591175 47.401373),0,0,15,5,0,0
13,2014,68702459,POINT(8.590242 47.358205),1,0,0,0,0,3
4,2014,68672497,POINT(8.587007 47.392419),0,0,0,0,0,1
18,2014,68702498,POINT(8.591 47.393279),1,1,0,4,1,1
76,2014,68692456,POINT(8.58886 47.35552),1,11,15,11,10,2
20,2014,68722500,POINT(8.593688 47.395051),0,1,1,4,0,1
140,2014,67902493,POINT(8.484959 47.38979),33,44,16,10,2,1
101,2014,67892484,POINT(8.483476 47.381708),3,11,25,16,1,0
59,2014,67882473,POINT(8.481958 47.371827),0,0,5,1,18,0
62,2014,68042508,POINT(8.503769 47.403111),0,0,8,8,7,1
23,2014,68062456,POINT(8.505482 47.356321),0,0,3,8,0,0
178,2014,68102486,POINT(8.511319 47.383252),0,11,46,27,0,0
94,2014,68112501,POINT(8.512915 47.39673),0,7,14,17,6,6
138,2014,68122521,POINT(8.514603 47.414704),0,1,33,25,0,0
61,2014,68142498,POINT(8.516834 47.393995),0,18,19,4,1,1
107,2014,68032467,POINT(8.501709 47.36625),3,27,35,3,1,0
106,2014,68062522,POINT(8.506671 47.415677),0,0,42,16,0,0
166,2014,68092465,POINT(8.509615 47.364378),1,15,21,8,2,0
30,2014,68122470,POINT(8.513677 47.368838),1,0,7,4,2,0
9,2014,68122495,POINT(8.51413 47.391322),1,0,0,4,0,0
92,2014,68022509,POINT(8.501138 47.404035),10,6,21,17,4,0
58,2014,68032505,POINT(8.502391 47.400425),3,5,13,7,1,1
253,2014,68092470,POINT(8.509705 47.368875),24,40,27,4,24,0
32,2014,68082498,POINT(8.508887 47.394069),0,0,3,9,3,1
236,2014,68132473,POINT(8.515055 47.371524),12,17,88,23,2,2
141,2014,68122489,POINT(8.514021 47.385926),8,34,10,42,0,0
43,2014,68132466,POINT(8.514928 47.365228),1,1,5,3,1,3
137,2014,68082473,POINT(8.508436 47.371585),0,7,17,30,1,0
3,2014,68142463,POINT(8.516197 47.362518),1,0,0,2,0,0
325,2014,68142482,POINT(8.516543 47.379606),3,34,91,17,11,0
88,2014,68142474,POINT(8.516397 47.372411),0,0,50,0,0,0
95,2014,68152500,POINT(8.518195 47.395781),3,8,4,9,1,1
118,2014,68192472,POINT(8.52298 47.37055),3,7,31,10,3,1
135,2014,68202473,POINT(8.524322 47.371437),42,8,23,21,3,2
166,2014,68182467,POINT(8.521565 47.366066),27,54,50,0,0,0
68,2014,68202460,POINT(8.524084 47.359746),0,4,20,7,2,0
44,2014,68192496,POINT(8.523419 47.392134),0,20,10,1,0,0
171,2014,67942479,POINT(8.490008 47.377152),0,0,52,20,4,0
75,2014,67962488,POINT(8.492816 47.385221),41,8,18,2,2,0
90,2014,67992469,POINT(8.49645 47.368098),1,21,26,5,1,0
153,2014,67992479,POINT(8.496628 47.377091),34,20,30,16,0,0
47,2014,68012502,POINT(8.499688 47.397752),1,3,13,7,5,2
112,2014,67962478,POINT(8.492638 47.376228),2,37,16,10,3,1
49,2014,67972512,POINT(8.494568 47.406793),2,3,9,5,4,2
111,2014,67962474,POINT(8.492567 47.372631),0,41,33,5,0,0
141,2014,67912492,POINT(8.486266 47.388879),14,18,22,17,3,0
72,2014,67942474,POINT(8.489919 47.372655),6,24,12,11,0,0
143,2014,67942500,POINT(8.490381 47.396038),0,0,42,14,0,0
58,2014,68002482,POINT(8.498006 47.379777),0,9,9,9,0,0
55,2014,67912491,POINT(8.486248 47.38798),1,2,6,10,2,0
221,2014,67942499,POINT(8.490363 47.395138),116,41,24,0,0,0
6,2014,67922503,POINT(8.487785 47.39876),0,1,0,0,2,0
62,2014,67992478,POINT(8.49661 47.376192),5,2,24,4,0,0
36,2014,67972505,POINT(8.494443 47.400498),0,2,6,2,5,0
36,2014,68002511,POINT(8.498524 47.405858),1,2,3,8,1,1
77,2014,68232440,POINT(8.527687 47.341721),1,8,16,5,2,6
208,2014,68252498,POINT(8.531402 47.393858),25,58,51,2,10,0
109,2014,68252514,POINT(8.531697 47.408247),0,9,30,18,0,1
17,2014,68252461,POINT(8.53072 47.360583),0,0,9,0,1,0
154,2014,68282493,POINT(8.535283 47.389324),1,9,52,21,4,0
117,2014,68262496,POINT(8.53269 47.392047),5,5,16,37,1,0
291,2014,68222487,POINT(8.527227 47.384003),44,95,50,21,1,2
120,2014,68252501,POINT(8.531458 47.396556),14,35,13,12,5,0
14,2014,68262450,POINT(8.531841 47.350677),3,7,2,3,0,1
159,2014,68242499,POINT(8.530096 47.39477),27,8,35,24,0,0
63,2014,68272524,POINT(8.534532 47.417216),0,4,1,11,8,0
71,2014,68382493,POINT(8.548526 47.389197),8,3,11,16,5,2
133,2014,68412464,POINT(8.551954 47.363078),5,45,38,15,2,1
69,2014,68412513,POINT(8.552875 47.407146),10,13,21,4,3,3
152,2014,68422464,POINT(8.553277 47.363066),6,35,28,22,1,2
108,2014,68452517,POINT(8.558249 47.410692),12,13,12,17,5,0
133,2014,68442514,POINT(8.556868 47.408007),4,5,28,19,6,1
81,2014,68362493,POINT(8.545877 47.389223),33,0,9,13,6,4
176,2014,68362517,POINT(8.546326 47.410807),1,40,55,16,4,0
33,2014,68372496,POINT(8.547258 47.391908),0,1,1,4,4,3
138,2014,68392484,POINT(8.549681 47.381091),3,8,23,22,12,4
66,2014,68402472,POINT(8.55078 47.370286),9,20,18,7,1,2
115,2014,68402487,POINT(8.551062 47.383776),0,10,10,16,19,3
31,2014,68432490,POINT(8.555091 47.386435),0,1,4,2,1,6
122,2014,68432458,POINT(8.554488 47.357657),36,10,15,21,3,0
178,2014,68362497,POINT(8.545952 47.39282),2,62,9,1,0,0
112,2014,68442515,POINT(8.556887 47.408906),0,13,37,13,0,0
57,2014,68362520,POINT(8.546382 47.413505),7,1,8,0,0,0
30,2014,68442463,POINT(8.555906 47.362141),0,1,0,9,4,1
13,2014,68392469,POINT(8.5494 47.367601),0,0,1,0,2,3
22,2014,68392497,POINT(8.549925 47.392782),4,1,9,2,0,0
122,2014,68452510,POINT(8.558117 47.404396),11,23,9,14,3,2
47,2014,68472514,POINT(8.560842 47.407968),3,3,13,13,1,0
132,2014,68482463,POINT(8.5612 47.362089),13,13,30,21,5,0
45,2014,68492485,POINT(8.562941 47.381862),2,1,5,5,7,1
126,2014,68502467,POINT(8.563923 47.365661),17,24,12,14,12,1
100,2014,68512466,POINT(8.565228 47.364749),0,9,40,12,3,2
37,2014,68522450,POINT(8.566247 47.350346),0,6,1,5,5,4
26,2014,68522474,POINT(8.566704 47.37193),0,0,5,2,2,6
75,2014,68472471,POINT(8.560028 47.369297),0,3,13,14,4,1
94,2014,68472466,POINT(8.559933 47.3648),1,13,19,23,6,2
54,2014,68482456,POINT(8.561068 47.355794),0,7,6,17,0,2
117,2014,68482519,POINT(8.562262 47.412452),0,16,13,12,7,0
18,2014,68502463,POINT(8.563847 47.362064),0,0,1,5,1,0
24,2014,68542437,POINT(8.568646 47.338629),5,2,3,0,3,4
11,2014,68542435,POINT(8.568608 47.33683),0,0,8,4,1,0
83,2014,68542461,POINT(8.569104 47.360213),1,2,11,5,12,7
84,2014,68472478,POINT(8.56016 47.375592),6,2,7,15,12,2
57,2014,68522449,POINT(8.566228 47.349447),0,5,10,15,1,4
46,2014,68542513,POINT(8.570096 47.406978),0,14,14,0,0,0
57,2014,68552509,POINT(8.571344 47.403368),7,3,4,9,2,0
31,2014,68552441,POINT(8.570046 47.342213),3,1,0,5,2,4
4,2014,68552458,POINT(8.57037 47.357502),0,0,0,0,0,1
15,2014,68562436,POINT(8.571273 47.337704),0,0,1,0,1,4
90,2014,68472461,POINT(8.559839 47.360304),8,16,15,12,9,0
20,2014,68532449,POINT(8.567552 47.349434),1,1,3,4,0,0
71,2014,68572460,POINT(8.573055 47.359275),0,0,1,4,2,1
34,2014,68462471,POINT(8.558704 47.36931),2,1,2,2,6,3
7,2014,68532506,POINT(8.568638 47.400696),0,0,0,3,0,0
84,2014,68312474,POINT(8.538903 47.372199),14,32,19,13,2,0
230,2014,68322498,POINT(8.540673 47.39377),5,29,42,29,4,0
158,2014,68342489,POINT(8.543154 47.385651),9,26,22,32,4,4
44,2014,68342524,POINT(8.543807 47.417127),1,32,1,0,0,0
53,2014,68342491,POINT(8.543191 47.387449),75,17,8,10,7,0
175,2014,68292515,POINT(8.537015 47.409096),3,8,45,22,4,1
157,2014,68342526,POINT(8.543844 47.418926),42,4,50,13,1,0
3,2014,68332471,POINT(8.541495 47.369475),1,1,4,0,0,0
45,2014,68312520,POINT(8.539757 47.413568),0,0,2,6,0,0
3,2014,68292472,POINT(8.536218 47.370425),0,0,0,1,0,0
203,2014,68602514,POINT(8.578064 47.4078),16,8,34,23,0,0
46,2014,68642459,POINT(8.582301 47.358284),2,5,12,9,2,2
76,2014,68582445,POINT(8.574092 47.345772),11,3,2,12,18,3
6,2014,68612448,POINT(8.578119 47.348431),0,1,2,0,1,0
147,2014,68632513,POINT(8.582019 47.406861),6,6,27,23,7,0
50,2014,68582439,POINT(8.573977 47.340376),2,4,7,8,9,3
45,2014,68622457,POINT(8.579615 47.356512),0,3,6,7,5,1
40,2014,68582444,POINT(8.574072 47.344872),1,0,6,3,10,3
3,2014,68592456,POINT(8.575626 47.355652),0,0,0,1,0,0
33,2014,68622440,POINT(8.579288 47.341223),1,2,0,4,4,6
15,2014,68642477,POINT(8.582648 47.374472),0,2,1,6,1,0
