BTOT,yr,RELI,wkt,WT1,WT2,WT3,WT4,WT5,WT6
327,2014,68182471,POINT(8.521638 47.369663),16,34,93,12,4,6
165,2014,68452465,POINT(8.557267 47.363927),32,31,25,27,6,9
13,2014,68312472,POINT(8.538866 47.3704),0,11,0,1,0,0
14,2014,68282471,POINT(8.534876 47.369538),2,1,2,4,1,0
30,2014,68482454,POINT(8.56103 47.353995),1,3,4,4,0,0
99,2014,68212447,POINT(8.525169 47.348042),1,11,11,26,6,0
159,2014,68632511,POINT(8.58198 47.405062),0,0,12,14,6,0
313,2014,68442465,POINT(8.555943 47.363939),12,58,41,54,4,1
158,2014,68222470,POINT(8.526915 47.368714),7,10,18,20,8,2
77,2014,67842488,POINT(8.476926 47.385365),3,6,15,13,3,1
33,2014,68582442,POINT(8.574034 47.343074),0,0,5,10,0,0
40,2014,68302489,POINT(8.537857 47.385701),0,0,12,9,0,0
46,2014,68572448,POINT(8.572826 47.348483),0,12,10,4,0,3
111,2014,68382528,POINT(8.549182 47.420674),17,21,29,11,0,0
69,2014,67862484,POINT(8.479504 47.381744),0,0,0,13,10,3
131,2014,68262435,POINT(8.531564 47.337187),7,69,9,15,6,0
132,2014,68172500,POINT(8.520843 47.395756),3,11,65,1,0,1
38,2014,68082485,POINT(8.508652 47.382377),0,14,14,1,0,0
5,2014,68012476,POINT(8.499222 47.374369),0,0,0,1,0,0
128,2014,68262485,POINT(8.532487 47.382154),12,57,20,1,3,0
119,2014,68172478,POINT(8.520442 47.375971),2,20,65,4,1,1
21,2014,68522470,POINT(8.566628 47.368333),2,0,2,0,1,9
92,2014,68492517,POINT(8.563549 47.41064),2,9,26,14,1,0
67,2014,68262438,POINT(8.53162 47.339885),0,9,11,15,0,0
3,2014,67942452,POINT(8.489529 47.352869),0,0,0,1,1,0
31,2014,68022469,POINT(8.500421 47.368061),0,3,9,3,1,0
78,2014,68142461,POINT(8.516161 47.360719),1,32,13,2,1,1
107,2014,67972474,POINT(8.493891 47.372619),0,24,32,8,0,0
151,2014,68182492,POINT(8.522022 47.388549),45,23,21,21,0,0
56,2014,68512450,POINT(8.564924 47.350359),0,3,12,10,1,7
3,2014,68012480,POINT(8.499294 47.377966),0,0,1,1,0,0
25,2014,68282465,POINT(8.534765 47.364142),0,0,1,3,1,7
114,2014,68072471,POINT(8.507076 47.369799),22,21,35,4,0,0
33,2014,68242462,POINT(8.529415 47.361494),0,0,3,3,7,3
59,2014,68292439,POINT(8.535607 47.340747),0,0,13,4,7,2
127,2014,68202516,POINT(8.52511 47.410108),7,23,21,17,4,0
39,2014,68402493,POINT(8.551174 47.389172),1,2,4,3,5,6
3,2014,68302439,POINT(8.53693 47.340734),0,0,1,0,0,0
138,2014,68222444,POINT(8.526437 47.345331),0,16,18,21,4,0
48,2014,68462480,POINT(8.558874 47.377404),3,5,5,4,6,4
105,2014,68182519,POINT(8.522515 47.412831),2,12,15,21,0,0
53,2014,68062498,POINT(8.506238 47.394093),1,1,2,15,2,1
100,2014,68552460,POINT(8.570408 47.359301),7,10,20,9,4,5
16,2014,68242478,POINT(8.529709 47.375884),0,1,4,0,0,1
30,2014,68712506,POINT(8.59248 47.40046),0,0,15,5,0,0
53,2014,68442486,POINT(8.556339 47.382825),1,2,14,9,3,3
117,2014,68492471,POINT(8.562676 47.369271),0,8,6,10,19,12
69,2014,67932471,POINT(8.488542 47.369969),3,5,10,9,7,3
8,2014,68552474,POINT(8.570676 47.371892),0,0,0,0,0,2
25,2014,68142503,POINT(8.516925 47.398492),0,1,0,0,1,1
139,2014,68032475,POINT(8.501852 47.373445),0,23,39,28,0,0
245,2014,68242485,POINT(8.529838 47.382179),50,37,81,21,1,0
32,2014,68412501,POINT(8.552649 47.396354),1,0,3,3,4,3
280,2014,68222489,POINT(8.527264 47.385802),27,45,79,21,0,0
54,2014,68312515,POINT(8.539665 47.409071),19,19,14,7,0,0
143,2014,68202474,POINT(8.52434 47.372336),9,18,33,12,2,3
33,2014,68682445,POINT(8.587323 47.345641),0,3,8,7,3,0
26,2014,68102517,POINT(8.51188 47.411132),0,0,0,0,6,0
41,2014,68072498,POINT(8.507563 47.394081),0,0,0,12,5,0
67,2014,68242519,POINT(8.530465 47.412757),3,10,20,4,2,0
97,2014,67862488,POINT(8.479574 47.385342),4,5,20,19,2,0
13,2014,68682487,POINT(8.588138 47.383413),0,0,0,6,0,0
3,2014,68102462,POINT(8.510884 47.361668),0,0,1,2,0,0
4,2014,68482449,POINT(8.560935 47.349499),0,0,0,0,1,1
6,2014,68342433,POINT(8.542111 47.335288),0,0,0,1,0,0
4,2014,68082474,POINT(8.508454 47.372485),0,0,0,1,0,0
19,2014,68662449,POINT(8.584754 47.349265),0,0,0,6,2,0
81,2014,67992511,POINT(8.4972 47.40587),0,5,9,20,4,0
163,2014,68182499,POINT(8.52215 47.394845),0,35,65,0,0,1
19,2014,68452523,POINT(8.558363 47.416088),21,0,0,1,0,0
43,2014,68192480,POINT(8.523126 47.377745),0,4,4,5,4,0
123,2014,68162458,POINT(8.518753 47.357997),14,22,36,1,3,0
159,2014,68282503,POINT(8.535468 47.398317),21,28,40,15,0,0
70,2014,68212498,POINT(8.526105 47.393908),0,0,26,12,0,0
97,2014,67942476,POINT(8.489955 47.374453),19,7,29,21,3,0
3,2014,68192458,POINT(8.522724 47.357959),0,0,0,0,0,0
33,2014,68242446,POINT(8.529121 47.347105),1,1,0,14,2,1
101,2014,67942490,POINT(8.490203 47.387044),3,19,19,11,0,0
3,2014,68522441,POINT(8.566076 47.342252),1,1,0,2,1,1
10,2014,68552466,POINT(8.570523 47.364697),0,0,0,0,1,2
145,2014,68502469,POINT(8.563961 47.36746),6,9,29,18,8,6
130,2014,68012471,POINT(8.499133 47.369872),0,20,52,8,2,1
65,2014,68012507,POINT(8.499777 47.402248),2,6,7,2,5,2
16,2014,68512458,POINT(8.565076 47.357554),1,0,4,5,1,3
76,2014,68672460,POINT(8.586291 47.359144),36,9,14,10,2,0
3,2014,68422526,POINT(8.554444 47.418824),0,1,0,0,1,0
27,2014,68772484,POINT(8.599996 47.380596),0,0,2,2,3,6
9,2014,68802483,POINT(8.603949 47.379656),0,0,0,0,2,0
64,2014,68252451,POINT(8.530536 47.351589),0,7,15,10,9,2
44,2014,67952480,POINT(8.49135 47.378039),6,6,9,2,2,1
140,2014,67972478,POINT(8.493962 47.376216),13,12,52,15,0,0
58,2014,68322516,POINT(8.541008 47.409958),0,5,13,0,2,0
17,2014,68242511,POINT(8.530317 47.405562),0,0,0,5,0,0
164,2014,68492449,POINT(8.562258 47.349486),76,7,8,15,17,2
101,2014,68702461,POINT(8.590281 47.360004),10,14,27,16,0,5
210,2014,68462517,POINT(8.559574 47.410679),0,14,6,46,12,0
20,2014,68242466,POINT(8.529489 47.365092),2,3,1,3,1,2
21,2014,68652456,POINT(8.583566 47.355573),0,0,0,1,0,8
26,2014,68762456,POINT(8.598124 47.355428),0,3,4,6,1,0
4,2014,68602456,POINT(8.576949 47.355638),0,0,3,0,0,0
17,2014,68512452,POINT(8.564962 47.352158),0,4,2,4,3,0
3,2014,68202451,POINT(8.523919 47.351652),0,1,0,0,0,0
10,2014,68562439,POINT(8.57133 47.340402),0,0,3,1,2,0
28,2014,68322514,POINT(8.540971 47.408159),0,0,5,9,2,1
71,2014,68542520,POINT(8.57023 47.413274),0,0,0,12,2,0
59,2014,68092487,POINT(8.510013 47.384164),0,10,27,0,0,0
20,2014,68532482,POINT(8.56818 47.379112),0,2,1,3,3,5
91,2014,68712498,POINT(8.592324 47.393266),15,8,10,9,12,1
107,2014,68622513,POINT(8.580694 47.406874),0,32,37,6,0,0
118,2014,68432469,POINT(8.554695 47.367549),7,18,13,23,6,5
104,2014,68372529,POINT(8.547875 47.421586),0,8,40,8,0,0
36,2014,68152468,POINT(8.517612 47.367002),0,0,0,4,11,0
128,2014,67972507,POINT(8.494479 47.402297),13,26,14,11,1,2
20,2014,68382473,POINT(8.548151 47.371211),3,1,0,3,4,0
133,2014,68332496,POINT(8.54196 47.391959),2,5,6,19,15,7
48,2014,68662462,POINT(8.585006 47.360956),0,2,17,11,0,0
50,2014,68692504,POINT(8.589792 47.398688),0,9,3,6,5,2
111,2014,68252475,POINT(8.530978 47.373173),10,26,19,3,4,4
39,2014,68252445,POINT(8.530425 47.346193),0,3,9,6,0,3
73,2014,67902473,POINT(8.484606 47.371804),0,0,2,15,6,4
45,2014,68442488,POINT(8.556377 47.384624),2,0,1,13,0,5
41,2014,68402497,POINT(8.551249 47.392769),7,10,0,1,4,3
35,2014,68742458,POINT(8.595516 47.357253),2,1,9,1,3,4
157,2014,68142465,POINT(8.516233 47.364317),1,6,23,15,20,2
70,2014,68132519,POINT(8.515891 47.412893),2,2,3,19,7,0
16,2014,68552464,POINT(8.570485 47.362898),0,0,2,7,0,3
33,2014,68322484,POINT(8.540413 47.381179),1,10,6,2,0,2
83,2014,68432515,POINT(8.555562 47.408919),15,31,26,1,0,0
233,2014,68172470,POINT(8.520296 47.368776),41,45,43,36,1,0
180,2014,68222483,POINT(8.527153 47.380406),79,20,13,6,1,0
67,2014,68662510,POINT(8.585935 47.404124),0,8,23,8,0,0
179,2014,68332484,POINT(8.541737 47.381167),102,30,16,12,1,0
39,2014,68292509,POINT(8.536904 47.4037),1,8,6,8,1,0
203,2014,68682510,POINT(8.588584 47.404097),0,34,62,8,0,0
69,2014,68492475,POINT(8.562751 47.372868),0,0,1,0,0,3
40,2014,68012467,POINT(8.499061 47.366275),0,8,9,5,0,0
92,2014,68452481,POINT(8.557569 47.378316),2,16,8,11,9,2
61,2014,68232516,POINT(8.529085 47.410071),0,7,2,5,6,5
94,2014,67882477,POINT(8.482029 47.375425),0,4,31,23,0,0
139,2014,67952479,POINT(8.491332 47.377139),0,17,49,8,2,1
54,2014,68472485,POINT(8.560293 47.381888),2,8,7,6,5,6
56,2014,68442513,POINT(8.556849 47.407107),4,13,10,10,2,0
16,2014,68642444,POINT(8.582011 47.344794),0,1,7,1,0,0
3,2014,68702485,POINT(8.590747 47.381588),0,1,0,1,0,0
24,2014,68282505,POINT(8.535505 47.400116),0,0,12,0,2,0
178,2014,68242476,POINT(8.529673 47.374085),29,39,43,18,12,1
315,2014,68092483,POINT(8.50994 47.380566),55,76,23,8,0,0
110,2014,68632460,POINT(8.580996 47.359197),15,19,4,11,13,1
86,2014,68052465,POINT(8.50432 47.364427),0,0,13,0,9,0
32,2014,68272435,POINT(8.532887 47.337175),0,6,8,6,0,0
142,2014,67892473,POINT(8.483282 47.371816),0,0,5,23,21,2
12,2014,68192439,POINT(8.522376 47.340872),0,0,0,0,0,3
8,2014,68052457,POINT(8.504177 47.357232),0,0,0,2,0,0
47,2014,68562458,POINT(8.571694 47.357489),3,6,9,8,0,0
161,2014,68412515,POINT(8.552912 47.408944),0,12,24,20,13,1
74,2014,67922468,POINT(8.487165 47.367283),24,13,1,6,7,1
80,2014,68382526,POINT(8.549144 47.418875),2,4,6,15,10,0
46,2014,68612445,POINT(8.578061 47.345733),0,2,3,3,8,5
94,2014,68072518,POINT(8.507924 47.412068),0,6,32,17,0,0
51,2014,68202441,POINT(8.523736 47.342658),0,6,6,3,7,4
61,2014,68732487,POINT(8.594758 47.383347),6,7,3,4,8,5
43,2014,68042504,POINT(8.503697 47.399514),1,3,7,13,0,1
20,2014,68382521,POINT(8.54905 47.414378),2,7,6,3,0,0
66,2014,68132518,POINT(8.515873 47.411994),1,12,12,5,3,1
20,2014,67832485,POINT(8.475549 47.382679),0,0,0,6,0,0
102,2014,68222454,POINT(8.526621 47.354325),3,2,8,13,9,9
167,2014,68352487,POINT(8.544441 47.383839),11,29,17,29,12,5
137,2014,68222478,POINT(8.527062 47.375909),47,11,10,10,0,0
9,2014,68732458,POINT(8.594193 47.357266),0,0,3,3,0,2
283,2014,68202489,POINT(8.524615 47.385826),12,36,101,20,1,0
99,2014,68242442,POINT(8.529047 47.343508),0,29,20,15,0,4
257,2014,68162470,POINT(8.518972 47.368789),57,56,45,16,0,0
16,2014,68272471,POINT(8.533552 47.369551),0,1,5,2,2,0
49,2014,68552438,POINT(8.569988 47.339515),1,3,4,6,2,9
86,2014,68232432,POINT(8.52754 47.334527),3,6,18,24,0,0
35,2014,68152492,POINT(8.518049 47.388587),0,10,3,8,8,0
72,2014,68312502,POINT(8.539423 47.39738),15,28,17,4,1,1
23,2014,68392524,POINT(8.550432 47.417064),0,0,0,1,1,2
57,2014,67982508,POINT(8.495821 47.403184),0,4,7,10,4,2
9,2014,68462487,POINT(8.559007 47.383699),0,0,0,0,4,4
24,2014,68452488,POINT(8.557701 47.384611),0,0,3,10,1,5
134,2014,68332507,POINT(8.542165 47.401851),3,13,23,22,6,1
75,2014,68372492,POINT(8.547183 47.388311),0,2,12,5,3,10
183,2014,67902491,POINT(8.484924 47.387992),58,42,34,2,0,0
132,2014,68082523,POINT(8.509339 47.416552),0,2,20,12,11,0
14,2014,68482486,POINT(8.561636 47.382774),2,1,3,0,3,5
100,2014,68552459,POINT(8.570389 47.358402),14,19,21,11,2,0
103,2014,68112460,POINT(8.512172 47.359857),0,6,26,14,3,1
75,2014,68452477,POINT(8.557494 47.374719),1,4,8,8,7,5
61,2014,68592521,POINT(8.576874 47.414108),0,0,0,2,0,0
53,2014,68322508,POINT(8.540859 47.402763),1,6,6,9,4,2
3,2014,67952486,POINT(8.491456 47.383435),0,0,0,1,0,0
175,2014,68262511,POINT(8.532967 47.405537),0,10,44,27,2,0
193,2014,68582515,POINT(8.575433 47.408725),4,9,41,32,1,0
43,2014,67882483,POINT(8.482135 47.380821),3,5,13,3,2,1
153,2014,67912486,POINT(8.48616 47.383483),2,9,60,9,0,3
28,2014,68262509,POINT(8.53293 47.403738),0,0,17,2,0,0
155,2014,67972471,POINT(8.493838 47.369921),27,16,54,8,0,0
124,2014,68582512,POINT(8.575376 47.406027),5,11,28,18,2,1
166,2014,68382483,POINT(8.548338 47.380204),21,28,30,10,3,0
217,2014,67962470,POINT(8.492496 47.369033),33,37,49,11,0,0
92,2014,68692457,POINT(8.588879 47.35642),0,9,28,6,8,0
3,2014,68522507,POINT(8.567332 47.401608),0,0,0,0,1,0
155,2014,68252511,POINT(8.531642 47.405549),1,9,15,33,4,0
6,2014,68572486,POINT(8.573553 47.382658),0,0,0,1,0,0
104,2014,67952473,POINT(8.491226 47.371743),1,16,32,17,2,0
87,2014,68042502,POINT(8.503661 47.397715),3,3,15,18,2,5
47,2014,68292434,POINT(8.535515 47.33625),1,1,0,6,5,6
96,2014,68402476,POINT(8.550855 47.373883),0,0,0,0,0,0
3,2014,68492486,POINT(8.56296 47.382761),0,0,0,0,0,1
144,2014,68062466,POINT(8.505662 47.365314),3,7,17,27,2,0
66,2014,68072454,POINT(8.506769 47.35451),0,4,4,12,8,0
15,2014,68332528,POINT(8.542556 47.420737),0,0,1,2,1,1
115,2014,68022463,POINT(8.500313 47.362665),0,0,6,11,12,0
57,2014,67892475,POINT(8.483318 47.373614),2,3,4,8,1,2
15,2014,68242471,POINT(8.529581 47.369588),0,0,6,5,0,0
81,2014,68292508,POINT(8.536885 47.402801),3,11,24,2,3,2
70,2014,68632456,POINT(8.580919 47.355599),0,0,4,7,8,9
39,2014,68542482,POINT(8.569504 47.379099),0,5,4,9,2,3
3,2014,68422518,POINT(8.554294 47.411629),0,0,0,1,0,0
148,2014,68212462,POINT(8.525444 47.361532),13,31,23,17,1,0
171,2014,68232518,POINT(8.529121 47.41187),5,8,22,41,18,2
94,2014,68122497,POINT(8.514167 47.39312),4,9,15,15,3,0
72,2014,67952478,POINT(8.491314 47.37624),0,3,12,12,5,2
17,2014,68342432,POINT(8.542093 47.334388),0,0,2,2,2,2
31,2014,68692508,POINT(8.58987 47.402285),0,0,8,4,0,0
266,2014,68212471,POINT(8.525609 47.369626),11,65,58,8,4,0
32,2014,67912494,POINT(8.486301 47.390678),20,0,4,4,0,0
40,2014,68462462,POINT(8.558534 47.361216),0,3,6,11,2,0
92,2014,68002464,POINT(8.497684 47.363589),6,6,25,8,0,0
117,2014,68602515,POINT(8.578083 47.408699),19,18,20,4,0,0
169,2014,68222452,POINT(8.526584 47.352526),7,24,42,8,6,8
36,2014,68532516,POINT(8.568829 47.409689),0,0,8,2,0,0
99,2014,68532517,POINT(8.568848 47.410589),13,21,18,3,0,0
143,2014,68262515,POINT(8.533041 47.409134),2,17,21,10,6,4
140,2014,68072522,POINT(8.507996 47.415665),0,25,53,14,0,0
41,2014,68022505,POINT(8.501066 47.400437),0,3,9,7,1,2
41,2014,68162462,POINT(8.518826 47.361594),1,20,5,1,1,0
112,2014,68712461,POINT(8.591604 47.359991),7,11,22,21,13,1
12,2014,68392456,POINT(8.549157 47.355909),0,1,0,0,3,1
211,2014,68052480,POINT(8.50459 47.377917),2,0,78,16,0,0
105,2014,68022470,POINT(8.500439 47.368961),4,8,41,3,0,0
26,2014,68372468,POINT(8.546734 47.366727),6,6,5,9,5,1
31,2014,68552463,POINT(8.570465 47.361999),0,0,0,2,3,7
66,2014,68262468,POINT(8.532173 47.366865),3,25,4,6,0,4
23,2014,68682447,POINT(8.587362 47.34744),0,0,2,3,1,3
4,2014,68192493,POINT(8.523364 47.389436),0,0,0,2,0,0
39,2014,67862486,POINT(8.479539 47.383543),0,0,9,9,0,0
8,2014,67982490,POINT(8.4955 47.386996),0,0,1,2,0,0
21,2014,68212448,POINT(8.525188 47.348941),4,6,5,0,0,0
3,2014,68102463,POINT(8.510903 47.362567),0,0,0,1,0,0
168,2014,68352492,POINT(8.544534 47.388336),0,0,27,31,3,3
151,2014,68382510,POINT(8.548844 47.404486),48,19,40,13,0,0
199,2014,68312491,POINT(8.539219 47.387487),10,24,37,26,11,0
136,2014,67892486,POINT(8.483511 47.383507),16,28,30,12,0,0
64,2014,68352516,POINT(8.544982 47.40992),3,11,16,16,1,0
8,2014,68712465,POINT(8.591682 47.363588),0,0,1,0,0,2
107,2014,68622456,POINT(8.579596 47.355612),7,8,7,9,5,15
133,2014,68242438,POINT(8.528974 47.33991),3,20,40,25,0,1
74,2014,68162497,POINT(8.519464 47.393071),13,25,25,1,0,0
108,2014,68582514,POINT(8.575414 47.407826),19,20,26,6,0,0
75,2014,68172501,POINT(8.520862 47.396656),4,19,14,4,3,3
113,2014,68092521,POINT(8.510628 47.414741),5,45,11,13,4,1
107,2014,67972476,POINT(8.493927 47.374417),0,7,43,9,1,1
5,2014,68092477,POINT(8.509832 47.37517),0,0,0,1,0,0
100,2014,68432511,POINT(8.555486 47.405321),13,16,13,10,4,2
86,2014,68162500,POINT(8.519519 47.395769),2,24,17,3,3,5
97,2014,68242431,POINT(8.528845 47.333615),3,29,20,9,0,0
64,2014,68452483,POINT(8.557607 47.380115),0,2,1,0,1,3
157,2014,68072458,POINT(8.506842 47.358107),0,0,0,19,19,0
63,2014,68152460,POINT(8.517466 47.359808),2,22,16,0,0,0
227,2014,68092485,POINT(8.509977 47.382365),1,41,61,24,0,0
34,2014,68352511,POINT(8.544889 47.405423),0,2,3,10,2,1
19,2014,68322471,POINT(8.540171 47.369488),3,2,8,5,3,1
29,2014,68222514,POINT(8.527723 47.408285),0,0,18,0,0,0
180,2014,68442469,POINT(8.556019 47.367537),46,30,28,25,1,4
71,2014,68592440,POINT(8.575319 47.341262),4,3,11,12,11,2
55,2014,68432513,POINT(8.555524 47.40712),3,8,10,6,7,4
135,2014,68102498,POINT(8.511536 47.394044),5,24,15,20,13,1
3,2014,68302476,POINT(8.537616 47.37401),0,0,0,1,0,0
185,2014,67982470,POINT(8.495144 47.369009),0,9,51,30,0,0
148,2014,68402509,POINT(8.551475 47.403561),2,19,41,27,0,0
31,2014,68162477,POINT(8.5191 47.375084),1,13,4,4,0,0
155,2014,68062472,POINT(8.50577 47.37071),0,0,9,30,6,1
24,2014,68392529,POINT(8.550526 47.42156),0,6,6,2,1,0
136,2014,68052501,POINT(8.504968 47.396804),5,18,17,16,8,5
69,2014,68332509,POINT(8.542202 47.40365),4,5,9,7,5,6
44,2014,68242453,POINT(8.529249 47.3534),0,0,1,11,4,7
63,2014,68382492,POINT(8.548507 47.388298),5,7,4,10,2,7
11,2014,68422503,POINT(8.554011 47.39814),4,0,0,0,2,5
53,2014,68092501,POINT(8.510266 47.396755),1,7,9,12,1,4
13,2014,68702466,POINT(8.590378 47.364501),0,0,0,2,1,4
111,2014,68012478,POINT(8.499258 47.376167),1,20,41,3,1,0
98,2014,68202500,POINT(8.524817 47.395719),4,14,14,16,10,6
159,2014,68112521,POINT(8.513278 47.414717),4,23,29,15,4,5
10,2014,68542484,POINT(8.569542 47.380898),0,0,0,0,1,1
3,2014,68582458,POINT(8.57434 47.357463),0,0,0,1,0,0
41,2014,68112459,POINT(8.512154 47.358958),0,14,15,0,0,0
132,2014,68082454,POINT(8.508093 47.354498),0,0,10,32,1,0
42,2014,68722484,POINT(8.593376 47.380662),0,0,2,4,6,2
50,2014,68342482,POINT(8.543024 47.379355),7,25,17,0,2,0
83,2014,68392489,POINT(8.549775 47.385587),26,6,10,11,5,3
144,2014,68382512,POINT(8.548882 47.406285),3,51,35,6,0,0
31,2014,67912498,POINT(8.486372 47.394275),0,6,6,0,0,0
6,2014,68452522,POINT(8.558344 47.415188),0,0,0,1,0,0
172,2014,68402462,POINT(8.550593 47.361292),50,21,26,18,3,2
34,2014,68382460,POINT(8.547908 47.359519),3,9,6,5,3,1
54,2014,68212444,POINT(8.525114 47.345344),0,2,7,3,1,7
96,2014,68022504,POINT(8.501048 47.399538),3,3,16,27,2,2
25,2014,68612461,POINT(8.578369 47.360122),0,2,3,7,4,0
95,2014,68752466,POINT(8.596996 47.364434),0,4,8,18,9,1
4,2014,68242468,POINT(8.529525 47.36689),0,0,0,2,2,0
74,2014,68372507,POINT(8.547463 47.401801),0,3,23,4,0,1
23,2014,68502447,POINT(8.563544 47.347674),0,2,0,4,5,1
208,2014,68562455,POINT(8.571636 47.354791),6,14,20,29,13,0
23,2014,68632506,POINT(8.581884 47.400566),0,15,3,1,0,0
115,2014,68122517,POINT(8.51453 47.411107),0,14,7,9,5,4
51,2014,68572442,POINT(8.572711 47.343087),0,3,3,7,6,10
4,2014,68652486,POINT(8.584146 47.382553),0,0,2,0,0,0
58,2014,68512465,POINT(8.565209 47.363849),2,5,14,10,1,2
250,2014,68052462,POINT(8.504266 47.361729),2,0,2,21,23,4
31,2014,67862496,POINT(8.479715 47.392536),0,2,10,0,1,0
52,2014,68452508,POINT(8.558079 47.402598),0,12,28,0,0,3
119,2014,68752454,POINT(8.596762 47.353642),3,13,17,20,4,7
111,2014,68372511,POINT(8.547538 47.405398),22,40,27,3,5,0
100,2014,68202477,POINT(8.524395 47.375034),5,17,13,17,6,0
172,2014,68352508,POINT(8.544833 47.402725),4,16,27,27,13,0
191,2014,68132464,POINT(8.514892 47.36343),0,0,23,18,28,2
100,2014,68622461,POINT(8.579692 47.360109),2,11,29,14,4,0
18,2014,68322485,POINT(8.540431 47.382079),5,4,6,0,0,0
75,2014,68232464,POINT(8.528128 47.363306),3,5,1,4,0,4
61,2014,68552462,POINT(8.570446 47.3611),0,7,2,2,9,9
82,2014,68232452,POINT(8.527908 47.352513),0,3,3,9,14,6
133,2014,68632507,POINT(8.581903 47.401465),2,8,32,16,1,0
113,2014,68532521,POINT(8.568924 47.414186),0,0,0,17,5,0
33,2014,67902480,POINT(8.48473 47.378099),4,0,4,8,3,0
5,2014,68652487,POINT(8.584165 47.383452),0,0,0,2,0,0
406,2014,68212486,POINT(8.525884 47.383116),35,5,30,70,35,0
81,2014,68082503,POINT(8.508977 47.398565),2,1,13,15,3,3
361,2014,68232486,POINT(8.528533 47.383091),9,55,95,15,0,0
96,2014,68082522,POINT(8.509321 47.415653),2,6,5,26,4,0
146,2014,68352515,POINT(8.544964 47.409021),8,29,25,31,1,0
129,2014,68392462,POINT(8.549269 47.361305),9,26,50,20,2,1
89,2014,68222517,POINT(8.527778 47.410983),7,3,28,5,1,0
6,2014,68642446,POINT(8.58205 47.346593),0,0,0,0,1,1
47,2014,68462457,POINT(8.55844 47.356719),0,0,8,7,3,3
38,2014,68492448,POINT(8.56224 47.348586),3,14,9,2,1,0
137,2014,68412511,POINT(8.552837 47.405347),2,16,37,19,1,1
121,2014,68092522,POINT(8.510646 47.41564),0,5,23,21,2,2
4,2014,68202448,POINT(8.523864 47.348953),0,4,2,0,0,0
72,2014,68252453,POINT(8.530573 47.353388),1,2,2,2,3,6
8,2014,68562520,POINT(8.57288 47.413248),0,0,0,4,0,0
65,2014,67922505,POINT(8.48782 47.400558),0,4,18,12,0,0
63,2014,68452526,POINT(8.558419 47.418786),0,6,24,6,0,0
228,2014,68022467,POINT(8.500385 47.366263),1,52,50,17,0,0
165,2014,68342522,POINT(8.543769 47.415329),34,50,53,21,3,0
141,2014,67982477,POINT(8.495268 47.375305),0,0,12,35,0,0
118,2014,68222433,POINT(8.526236 47.335438),0,0,50,14,0,0
89,2014,68032472,POINT(8.501799 47.370747),0,16,24,17,0,0
22,2014,68522473,POINT(8.566685 47.371031),1,0,2,1,1,4
62,2014,68332525,POINT(8.5425 47.418039),11,11,16,5,0,0
108,2014,68042501,POINT(8.503643 47.396816),2,11,22,6,10,6
8,2014,68322490,POINT(8.540524 47.386575),0,0,0,1,0,1
49,2014,68052502,POINT(8.504986 47.397703),1,3,8,9,5,1
234,2014,68082487,POINT(8.508688 47.384176),11,33,67,14,1,0
130,2014,68012509,POINT(8.499813 47.404047),3,19,25,29,2,0
76,2014,68132502,POINT(8.515582 47.397605),17,13,9,9,2,0
37,2014,68212439,POINT(8.525023 47.340847),0,1,11,5,1,2
8,2014,68282434,POINT(8.534192 47.336263),0,0,2,1,0,2
89,2014,68122481,POINT(8.513876 47.378731),1,10,26,4,2,0
126,2014,68272442,POINT(8.533017 47.34347),8,14,32,13,6,3
55,2014,68272502,POINT(8.534125 47.39743),0,11,20,5,0,0
152,2014,68102519,POINT(8.511916 47.41293),0,6,48,31,0,0
233,2014,67902478,POINT(8.484694 47.3763),4,23,35,49,8,0
32,2014,68532442,POINT(8.567418 47.343139),5,0,10,0,1,3
41,2014,68002476,POINT(8.497898 47.374381),0,6,21,3,0,0
20,2014,68112486,POINT(8.512643 47.38324),0,5,5,0,0,0
249,2014,67862492,POINT(8.479644 47.388939),25,46,56,22,2,0
82,2014,68032500,POINT(8.502301 47.395929),8,2,18,13,2,0
104,2014,68382461,POINT(8.547927 47.360419),9,19,30,11,8,1
198,2014,68212433,POINT(8.524913 47.335451),0,6,26,26,17,0
117,2014,67922486,POINT(8.487484 47.383471),0,0,32,6,0,0
128,2014,68462464,POINT(8.558572 47.363014),2,15,16,29,2,0
30,2014,68732483,POINT(8.59468 47.379749),0,0,2,8,4,3
135,2014,68062521,POINT(8.506653 47.414778),0,24,16,16,8,0
109,2014,67952510,POINT(8.491883 47.405019),8,12,36,10,0,2
153,2014,68302504,POINT(8.538136 47.399191),15,20,29,20,4,0
70,2014,68472509,POINT(8.560747 47.403471),18,23,4,5,1,1
263,2014,67962468,POINT(8.492461 47.367235),0,2,15,51,12,1
118,2014,68272491,POINT(8.533922 47.387538),6,24,28,15,2,0
11,2014,68412525,POINT(8.553101 47.417938),0,0,5,0,0,0
22,2014,68312433,POINT(8.538142 47.335326),0,3,8,2,1,0
49,2014,68462486,POINT(8.558988 47.3828),1,7,5,7,6,4
108,2014,67892485,POINT(8.483494 47.382608),6,23,25,11,2,1
59,2014,68382523,POINT(8.549088 47.416177),3,6,15,6,1,0
124,2014,67992507,POINT(8.497128 47.402273),6,31,20,10,2,1
128,2014,68412471,POINT(8.552085 47.369374),18,15,19,10,4,3
150,2014,68342520,POINT(8.543732 47.41353),14,14,43,19,2,0
